Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Model_speaker,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
English,S10,Repetition,American,American,P24,C,AF_06,High,GOOSE,989.250,1246.169,9.303,11.798,9.895,6.202,-0.824,2.988,-2.987,-2.512,10.127,8.810,12.882,8.714,1.729,3.120,-0.819,2.863,19.475,25.119,17.497,15.753,25.087,24.825,25.663,24.779,16.685,15.954,17.146,16.939,24.074,24.618,26.334,21.260,153.577,152.190,148.547,159.983,0.804,0.806,0.808,0.798,184.696,191.010,183.752,178.542
English,S10,Repetition,American,American,P24,C,AM_02,High,GOOSE,1152.213,1398.603,9.393,9.988,10.837,7.419,-0.068,4.141,3.645,-7.791,9.462,5.847,7.192,15.210,2.416,4.229,5.413,-2.245,21.718,21.072,24.236,19.874,24.058,20.657,24.827,26.670,17.985,14.935,18.745,20.302,21.260,24.377,22.750,16.774,144.804,148.687,140.675,144.966,0.802,0.806,0.829,0.772,183.035,197.391,184.089,167.800
English,S10,Repetition,American,American,P24,C,AM_03,High,GOOSE,1082.435,1339.355,11.316,12.426,11.999,9.516,3.537,7.364,4.081,-0.866,7.779,5.062,7.918,10.381,4.864,3.346,5.251,6.003,19.423,16.462,18.730,23.102,24.335,19.289,24.601,29.140,21.840,15.632,22.349,27.590,24.804,24.629,26.081,23.722,139.729,140.598,138.908,139.651,0.819,0.819,0.819,0.818,179.385,180.476,181.631,176.076
English,S10,Repetition,American,American,P24,M,AF_04,High,GOOSE,1172.150,1363.787,7.742,8.446,8.960,5.851,-2.919,-0.841,-2.099,-5.819,10.661,9.287,11.060,11.670,2.915,3.047,3.897,1.807,19.791,19.985,23.596,15.799,25.518,21.919,27.501,27.137,22.559,21.295,25.782,20.698,22.825,23.790,25.159,19.579,150.246,147.165,145.284,158.181,0.828,0.837,0.835,0.812,179.780,184.425,177.392,177.486
English,S10,Repetition,American,American,P24,M,AF_06,High,GOOSE,1005.613,1279.379,10.433,12.482,11.563,7.274,3.583,8.069,6.097,-3.400,6.850,4.413,5.466,10.674,7.297,8.916,9.043,3.956,17.445,17.956,19.551,14.844,23.493,21.964,23.070,25.403,21.207,19.711,21.616,22.295,24.236,25.868,25.587,21.223,158.239,155.695,153.426,165.499,0.794,0.805,0.797,0.781,207.241,208.455,200.566,212.774
English,S10,Repetition,American,American,P24,M,AM_02,High,GOOSE,1096.947,1299.113,9.249,10.705,10.758,6.293,-0.401,3.954,2.064,-7.233,9.651,6.752,8.694,13.526,1.809,4.081,3.489,-2.154,17.032,17.651,19.113,14.305,23.928,20.331,25.405,26.037,18.944,15.905,21.113,19.822,23.108,24.361,25.139,19.850,140.617,147.208,136.317,138.322,0.820,0.819,0.831,0.810,181.777,190.521,184.978,169.881
English,S10,Repetition,American,American,P24,M,AM_03,High,GOOSE,1074.254,1335.385,10.386,12.771,11.515,6.899,1.376,7.609,3.991,-7.431,9.010,5.162,7.524,14.329,2.432,3.246,4.534,-0.437,17.975,15.966,18.684,19.356,24.350,20.013,24.927,28.136,20.504,14.939,23.375,23.228,21.930,26.172,23.313,16.312,140.601,151.845,137.885,132.067,0.814,0.834,0.831,0.777,204.812,215.408,211.851,187.094
English,S10,Repetition,American,American,P25,C,AF_04,High,FLEECE,861.661,1070.144,3.607,5.858,3.606,1.392,-3.153,-7.325,-0.926,-1.211,6.760,13.183,4.532,2.602,3.238,0.539,3.977,5.212,15.584,20.034,14.157,12.685,14.421,13.644,10.745,18.868,22.664,23.035,23.148,21.823,17.354,18.778,17.244,16.070,160.139,161.542,152.262,166.561,0.807,0.798,0.816,0.809,177.503,194.869,174.404,154.479
English,S10,Repetition,American,American,P25,C,AF_06,High,FLEECE,1290.558,1507.465,1.661,3.953,5.723,-4.612,-1.511,-6.700,-2.210,4.358,3.172,10.653,7.933,-8.970,2.891,0.583,3.625,4.449,10.698,15.456,16.956,-0.240,12.496,14.155,16.358,7.062,15.029,14.306,25.385,5.466,17.440,16.283,16.514,19.540,139.555,173.647,158.841,85.797,0.768,0.811,0.811,0.643,188.033,198.995,193.896,164.234
English,S10,Repetition,American,American,P25,C,AM_02,High,FLEECE,1226.719,1433.097,-5.878,-1.032,-4.195,-12.346,4.873,13.566,5.407,-4.339,-10.751,-14.598,-9.602,-8.007,8.769,17.163,8.943,0.243,-0.678,7.877,-1.970,-7.899,0.702,1.817,-1.041,1.326,9.569,9.055,11.237,8.497,20.631,21.777,21.329,18.839,81.252,79.559,81.141,83.033,0.823,0.809,0.870,0,221.386,223.869,213.284,0
English,S10,Repetition,American,American,P25,M,AF_04,High,FLEECE,985.225,1192.926,5.886,7.546,6.141,3.992,-5.162,-4.653,-6.640,-4.156,11.048,12.199,12.780,8.148,2.109,1.794,1.292,3.308,18.730,23.253,18.514,14.532,15.659,17.824,11.644,17.525,22.667,21.993,24.121,21.910,21.400,22.174,24.089,18.002,149.452,149.829,147.059,151.461,0.808,0.805,0.812,0.807,182.689,189.498,186.838,171.263
English,S10,Repetition,American,American,P25,M,AF_06,High,FLEECE,1306.660,1529.885,3.264,3.002,3.076,3.718,2.067,-1.360,3.138,4.470,1.197,4.363,-0.062,-0.752,3.062,2.303,2.659,4.219,5.182,9.534,1.858,4.062,9.613,8.655,11.242,8.957,18.990,20.686,18.787,17.587,20.552,20.395,20.710,20.563,158.602,160.842,156.080,158.840,0.808,0.799,0.815,0.809,177.061,185.490,170.743,175.519
English,S10,Repetition,American,American,P25,M,AM_02,High,FLEECE,1218.113,1420.279,-2.591,1.981,0.306,-10.088,-0.396,5.642,2.494,-9.369,-2.195,-3.661,-2.187,-0.719,3.301,6.552,4.272,-0.944,2.580,5.028,1.864,0.778,4.767,2.995,4.797,6.547,14.404,14.749,14.645,13.832,18.271,20.599,19.208,15.061,189.137,167.201,173.736,226.679,0.824,0.804,0.843,0,196.167,212.258,180.580,0
English,S10,Repetition,American,American,P26,C,AF_06,High,FLEECE,1155.353,1332.248,-5.402,7.636,3.513,-27.171,-9.438,-2.639,-4.003,-21.571,4.036,10.275,7.516,-5.600,-0.561,0.573,2.272,-4.486,7.980,12.821,10.288,0.798,7.500,9.174,7.843,5.510,7.429,14.141,20.882,-12.536,18.782,22.648,20.022,13.737,187.215,162.456,171.156,227.785,0.799,0.804,0.787,0,202.652,203.373,200.952,0
English,S10,Repetition,American,American,P26,C,AM_02,High,FLEECE,1183.864,1396.560,5.867,10.005,9.096,-1.487,5.514,2.093,5.038,9.491,0.352,7.912,4.058,-10.978,10.349,4.675,7.606,18.767,16.397,20.612,16.702,11.815,13.186,13.923,13.003,12.533,16.709,19.985,19.808,10.324,23.071,23.633,24.445,21.207,117.967,155.218,123.168,75.226,0.794,0.818,0.824,0.694,170.979,191.973,169.915,134.295
English,S10,Repetition,American,American,P26,C,AM_03,High,FLEECE,1272.343,1455.556,3.785,8.550,5.192,-2.241,-0.270,1.645,-3.036,0.435,4.055,6.906,8.228,-2.676,5.044,4.684,3.706,6.612,15.425,19.546,18.226,8.734,8.805,12.215,9.368,4.899,16.233,18.528,19.135,11.180,21.182,21.680,22.357,19.582,129.878,150.773,151.457,88.546,0.827,0.823,0.872,0.725,166.394,190.928,157.785,130.008
English,S10,Repetition,American,American,P26,M,AF_06,High,FLEECE,1235.964,1446.554,4.866,5.207,4.865,4.527,-6.248,-5.672,-6.842,-6.238,11.113,10.879,11.707,10.765,1.503,-1.002,2.346,3.170,12.061,12.067,12.421,11.703,12.582,10.231,11.665,15.733,23.103,19.771,27.523,22.219,19.454,19.730,21.301,17.355,154.763,161.268,148.566,154.363,0.826,0.815,0.830,0.831,172.117,178.102,167.704,171.057
English,S10,Repetition,American,American,P26,M,AM_02,High,FLEECE,1315.847,1535.078,5.085,8.387,6.891,0.029,-5.542,-3.458,-5.525,-7.709,10.626,11.845,12.416,7.738,0.105,-1.889,0.862,1.268,13.837,13.182,17.610,10.771,8.164,8.510,8.122,7.826,19.240,16.472,23.775,17.618,19.853,22.325,20.824,16.439,155.653,160.961,138.898,166.726,0.823,0.800,0.829,0.858,184.609,213.860,169.428,154.833
English,S10,Repetition,American,American,P26,M,AM_03,High,FLEECE,1139.256,1259.292,8.584,7.252,10.348,8.219,-0.325,-5.145,3.205,1.109,8.908,12.397,7.143,7.110,2.921,-3.503,6.896,5.499,19.500,19.185,21.496,17.942,18.301,16.283,18.856,19.789,21.557,19.542,23.555,21.679,20.236,18.496,22.263,20.030,155.948,171.656,150.650,145.277,0.831,0.818,0.839,0.836,164.310,184.817,166.520,136.510
English,S10,Repetition,American,American,P27,C,AM_02,Low,LOT,1137.893,1283.200,-2.471,2.273,-2.745,-6.920,10.202,12.204,10.932,7.470,-12.672,-9.931,-13.678,-14.390,9.611,12.247,9.312,7.295,22.535,24.539,22.466,20.618,28.709,28.458,30.007,27.731,27.126,26.745,30.131,24.576,21.784,22.797,21.322,21.232,73.618,75.164,72.871,72.817,0.764,0.892,0.801,0.212,142.955,155.527,135.632,120.400
English,S10,Repetition,American,American,P27,C,AM_03,Low,LOT,1265.315,1513.811,3.173,12.230,3.876,-6.526,7.454,6.195,12.895,3.270,-4.281,6.035,-9.019,-9.796,8.461,9.290,9.605,6.497,30.586,33.474,29.015,29.329,30.530,34.760,27.629,29.230,19.700,24.115,16.850,18.166,20.881,20.254,23.201,19.131,101.484,152.137,76.253,75.535,0.824,0.798,0.858,0,197.959,209.230,183.234,0
English,S10,Repetition,American,American,P27,M,AM_02,Low,LOT,1153.821,1326.504,1.069,-0.813,1.185,2.830,15.068,16.494,16.811,11.958,-13.999,-17.308,-15.627,-9.128,10.337,7.583,10.312,13.066,24.546,18.918,23.837,30.799,26.330,21.030,24.351,33.478,15.502,11.535,12.341,22.510,25.120,24.549,29.086,21.835,79.589,78.057,76.172,84.427,0.803,0.805,0.757,0.851,170.122,196.640,166.612,145.344
English,S10,Repetition,American,American,P27,M,AM_03,Low,LOT,1476.150,1726.751,9.116,10.307,10.877,6.220,0.348,2.414,2.534,-3.822,8.768,7.893,8.344,10.042,13.485,14.810,11.763,13.812,37.381,33.956,38.929,39.321,38.620,35.445,39.130,41.317,26.823,23.536,25.783,31.119,21.216,22.866,22.820,18.031,157.732,166.936,150.245,155.779,0.788,0.767,0.808,0.785,191.460,222.892,182.254,150.750
English,S10,Repetition,American,American,P2,C,AF_01,High,KIT,716.759,883.125,8.301,10.525,11.777,2.655,5.752,2.714,5.423,9.083,2.549,7.811,6.354,-6.428,8.531,5.069,6.696,13.760,18.276,22.892,21.597,10.370,14.081,18.841,13.957,9.447,17.319,18.329,19.130,14.491,21.878,20.710,25.164,19.748,136.540,165.881,161.161,82.708,0.774,0.770,0.803,0.713,174.291,186.492,171.485,155.009
English,S10,Repetition,American,American,P2,C,AF_04,High,KIT,762.095,911.614,10.528,10.885,12.198,8.551,3.095,2.739,5.160,1.460,7.433,8.146,7.038,7.090,6.312,5.750,5.989,7.185,20.162,21.601,19.873,18.990,20.085,20.580,19.963,19.672,22.522,19.741,22.477,25.383,21.687,19.541,23.984,21.680,155.388,166.500,154.407,145.213,0.817,0.807,0.814,0.832,151.052,162.794,150.844,137.600
English,S10,Repetition,American,American,P2,C,AF_06,High,KIT,750.998,887.881,3.997,4.583,5.551,1.948,14.486,16.407,16.501,10.659,-10.489,-11.825,-10.950,-8.712,12.250,9.067,11.596,16.034,16.461,17.582,17.565,14.290,12.343,13.892,12.880,10.267,16.997,13.952,16.604,20.418,22.088,21.085,24.723,20.598,76.190,79.230,75.421,73.846,0.856,0.797,0.886,0.914,145.820,158.548,142.741,126.522
English,S10,Repetition,American,American,P2,C,AM_01,High,KIT,944.181,1127.394,11.148,12.529,12.616,8.339,6.776,8.175,8.786,3.425,4.372,4.354,3.830,4.914,3.500,4.249,4.190,2.076,16.873,16.475,16.647,17.491,16.481,16.134,17.054,16.251,17.867,14.257,17.764,21.578,22.826,22.993,23.744,21.767,145.731,163.261,146.138,127.836,0.831,0.810,0.827,0.861,151.240,174.548,146.174,129.450
English,S10,Repetition,American,American,P2,C,AM_03,High,KIT,701.623,829.205,10.031,10.867,11.692,7.556,4.652,5.888,6.975,1.135,5.380,4.980,4.718,6.421,3.085,2.461,1.861,4.939,16.343,15.209,16.366,17.434,14.633,14.790,14.128,14.974,14.883,10.776,12.886,20.970,23.686,23.906,25.909,21.295,149.955,156.262,148.115,145.451,0.820,0.815,0.823,0.823,138.937,152.519,137.564,123.456
English,S10,Repetition,American,American,P2,M,AF_01,High,KIT,740.486,921.593,11.277,11.608,12.248,10.017,3.981,3.759,6.109,2.124,7.296,7.849,6.139,7.893,6.287,3.764,8.284,6.757,24.140,25.130,26.120,21.208,20.366,21.576,21.041,18.445,22.979,18.224,27.038,23.790,21.600,19.011,24.822,21.094,177.291,187.795,187.590,156.891,0.802,0.785,0.801,0.824,157.398,177.409,159.720,130.269
English,S10,Repetition,American,American,P2,M,AF_04,High,KIT,799.088,942.289,11.389,11.460,12.940,9.791,1.953,1.597,4.996,-0.666,9.436,9.863,7.944,10.457,3.205,0.993,4.941,3.778,21.251,20.609,20.644,22.506,18.567,18.672,18.474,18.518,21.675,16.834,22.554,25.784,21.675,20.064,23.907,21.099,159.361,164.022,159.549,154.396,0.821,0.812,0.821,0.829,166.258,174.661,166.244,157.489
English,S10,Repetition,American,American,P2,M,AF_06,High,KIT,802.535,973.112,12.149,12.377,13.099,11.015,6.033,7.124,8.803,2.300,6.116,5.253,4.297,8.715,4.741,2.725,6.475,5.105,20.149,17.922,19.637,22.912,18.654,17.582,18.702,19.674,20.202,16.132,19.799,24.632,22.175,22.261,25.257,19.074,190.320,178.064,182.836,209.680,0.814,0.818,0.826,0.794,188.843,187.781,182.653,197.454
English,S10,Repetition,American,American,P2,M,AM_01,High,KIT,989.119,1140.744,11.255,11.683,12.921,9.243,7.439,8.136,9.848,4.461,3.816,3.547,3.073,4.781,4.758,5.057,5.427,3.829,14.516,15.641,13.734,14.119,11.488,11.816,10.311,12.285,13.696,11.341,11.608,18.014,25.049,25.718,26.640,22.900,149.273,165.482,152.284,130.195,0.828,0.818,0.828,0.845,163.583,174.968,161.573,149.856
English,S10,Repetition,American,American,P2,M,AM_03,High,KIT,705.756,811.050,11.890,10.781,13.123,11.824,4.077,2.416,6.472,3.464,7.812,8.365,6.651,8.360,3.384,0.514,4.290,5.415,19.533,18.626,19.194,20.769,16.457,15.581,17.048,16.787,20.528,16.491,21.451,23.704,24.216,20.517,26.092,26.135,155.139,159.974,154.820,150.629,0.815,0.808,0.818,0.818,184.300,185.818,184.563,182.611
English,S10,Repetition,American,American,P5,C,AF_01,High,KIT,947.477,1072.778,9.501,9.219,11.346,8.020,3.777,4.159,6.531,0.772,5.724,5.060,4.814,7.248,2.948,1.582,4.130,3.206,17.620,17.877,17.176,17.784,11.938,14.753,11.872,9.198,16.881,15.746,16.510,18.374,25.142,21.246,26.986,27.235,157.428,155.448,156.189,160.603,0.799,0.801,0.797,0.800,159.271,155.823,155.786,166.122
English,S10,Repetition,American,American,P5,C,AF_04,High,KIT,943.666,1051.067,-0.402,-3.519,1.739,0.568,1.566,4.883,4.946,-4.885,-1.969,-8.402,-3.207,5.454,8.402,13.603,10.165,1.592,15.260,15.926,14.721,15.057,12.843,12.864,12.266,13.313,14.885,12.406,13.979,18.141,18.340,20.035,19.576,15.483,125.165,116.319,119.673,139.021,0.896,0.899,0.888,0.908,126.946,136.179,124.931,116.674
English,S10,Repetition,American,American,P5,C,AF_06,High,KIT,945.426,1038.086,8.225,8.163,9.214,7.355,0.745,2.141,2.787,-2.570,7.479,6.022,6.427,9.924,2.176,2.023,3.798,0.835,20.070,19.614,20.565,20.049,17.187,18.946,16.999,15.582,22.405,19.463,21.575,26.163,19.075,17.326,20.350,19.619,144.642,156.077,144.592,133.215,0.836,0.820,0.842,0.851,152.969,165.084,147.529,141.472
English,S10,Repetition,American,American,P5,C,AM_01,High,KIT,1293.606,1417.854,8.283,9.084,9.916,5.990,1.549,1.972,4.751,-1.854,6.734,7.112,5.165,7.845,1.972,-0.016,3.107,2.868,18.647,19.454,18.448,18.057,16.502,17.477,16.170,15.862,22.031,20.739,20.329,25.002,20.421,19.238,22.227,19.834,141.144,151.437,139.499,132.667,0.846,0.825,0.860,0.850,152.068,169.232,150.468,136.247
English,S10,Repetition,American,American,P5,M,AF_01,High,KIT,1114.271,1263.790,8.252,9.021,9.783,5.998,3.543,3.360,5.620,1.721,4.709,5.660,4.163,4.277,2.510,1.716,3.542,2.301,17.187,18.120,17.298,16.143,15.138,17.488,14.824,13.077,19.274,17.220,19.272,21.361,22.509,21.587,23.824,22.210,141.772,162.709,140.040,122.538,0.845,0.820,0.855,0.865,148.834,161.254,141.590,141.738
English,S10,Repetition,American,American,P5,M,AF_04,High,KIT,1008.360,1138.925,9.776,7.241,12.035,10.198,1.039,-4.088,5.386,2.095,8.737,11.329,6.649,8.103,3.907,-1.204,5.685,7.357,20.635,20.099,20.885,20.952,18.932,19.257,19.152,18.373,22.980,19.291,24.709,25.074,20.570,16.819,22.709,22.281,172.744,197.574,169.625,150.782,0.804,0.795,0.801,0.815,178.029,193.763,176.111,167.184
English,S10,Repetition,American,American,P5,M,AF_06,High,KIT,974.210,1132.152,10.945,10.510,11.906,10.442,5.477,4.913,6.750,4.800,5.468,5.596,5.156,5.641,5.911,4.596,4.345,8.809,18.175,19.162,16.643,18.673,20.087,19.267,18.984,21.992,20.128,18.674,18.862,22.882,23.091,19.284,25.290,24.803,153.526,158.409,150.569,151.462,0.839,0.840,0.843,0.835,183.399,180.339,180.553,189.074
English,S10,Repetition,American,American,P5,M,AM_01,High,KIT,1196.049,1345.567,1.694,1.378,1.987,1.805,12.330,14.605,15.940,6.541,-10.636,-13.227,-13.953,-4.736,8.606,9.402,7.471,8.961,10.648,10.587,9.707,11.694,7.831,9.379,5.117,8.973,12.200,10.843,10.760,15.067,20.785,20.479,21.272,20.624,75.730,81.101,72.869,73.157,0.855,0.818,0.859,0.927,165.283,177.479,157.692,157.911
English,S10,Repetition,American,American,P5,M,AM_03,High,KIT,885.637,1011.991,7.242,8.376,8.670,4.710,4.777,2.090,2.554,9.673,2.465,6.286,6.116,-4.963,5.321,3.209,2.345,10.393,18.942,22.238,20.915,13.695,15.361,20.307,16.643,9.178,17.425,20.685,17.668,13.948,18.587,16.117,17.223,22.351,121.410,147.568,137.747,78.439,0.864,0.825,0.851,0.910,136.438,133.114,128.419,147.226
English,S10,Repetition,American,American,P6,C,AF_01,Low,TRAP,1337.800,1558.919,6.633,12.303,8.857,-1.172,2.847,7.874,2.619,-1.938,3.786,4.429,6.238,0.766,8.067,10.030,6.378,7.721,25.486,24.245,27.919,24.362,26.833,27.843,28.418,24.272,27.654,28.824,30.329,23.923,20.078,21.860,20.166,18.242,137.447,149.302,143.821,119.471,0.841,0.817,0.863,0,157.546,171.842,143.641,0
English,S10,Repetition,American,American,P6,C,AF_04,Low,TRAP,806.909,939.580,4.288,4.153,5.734,3.053,13.980,13.892,15.281,12.841,-9.693,-9.739,-9.547,-9.789,9.658,6.556,11.354,11.084,21.357,19.979,22.539,21.562,22.107,20.901,24.597,20.902,19.376,15.990,21.174,20.956,23.788,20.741,23.333,27.235,77.981,77.770,78.345,77.845,0.867,0.831,0.891,0.908,130.511,132.073,131.102,121.500
English,S10,Repetition,American,American,P6,C,AF_06,Low,TRAP,956.366,1202.916,9.822,12.321,11.648,5.503,4.190,7.260,6.078,-0.762,5.632,5.061,5.570,6.265,10.811,11.540,10.187,10.676,31.453,27.670,32.760,33.983,30.129,28.035,30.058,32.347,30.028,27.615,31.383,31.180,21.193,22.427,24.276,16.898,141.474,146.319,138.322,139.657,0.835,0.821,0.841,0.860,125.309,131.283,123.743,111.408
English,S10,Repetition,American,American,P6,M,AF_01,Low,TRAP,1044.310,1273.853,12.482,13.482,13.068,10.909,5.502,8.154,6.247,2.135,6.980,5.328,6.821,8.774,9.862,9.545,7.682,12.286,29.664,24.936,30.917,33.170,31.256,26.355,33.412,34.065,28.014,22.959,32.217,28.952,23.961,26.619,25.095,20.227,154.744,164.172,152.074,147.899,0.812,0.812,0.809,0.814,135.473,157.364,127.586,118.967
English,S10,Repetition,American,American,P6,M,AF_04,Low,TRAP,868.575,1091.800,3.453,7.516,6.181,-3.237,-6.955,-0.422,-4.194,-16.080,10.409,7.938,10.375,12.843,9.833,8.809,10.381,10.324,36.201,30.710,36.848,40.976,35.501,36.135,37.331,33.078,36.730,34.765,40.519,34.911,16.504,17.141,17.021,15.363,152.681,151.943,148.788,157.023,0.875,0.867,0.893,0,128.653,128.254,129.543,0
English,S10,Repetition,American,American,P6,M,AF_06,Low,TRAP,990.328,1213.553,8.120,12.369,8.337,3.681,9.905,7.008,9.788,12.928,-1.785,5.362,-1.451,-9.247,9.903,9.027,9.276,11.376,26.117,25.358,25.396,27.599,27.371,28.054,26.480,27.557,25.314,24.926,25.690,25.398,22.185,21.394,23.035,22.199,112.977,150.622,107.394,80.865,0.868,0.822,0.877,0.918,144.102,161.978,139.999,125.977
English,S10,Repetition,American,American,P7,C,AF_01,High,FLEECE,996.813,1196.873,6.421,10.348,8.220,0.771,-2.949,-1.932,-4.547,-2.342,9.371,12.279,12.767,3.113,-0.537,-3.797,-0.213,2.381,12.250,13.436,14.388,8.936,10.237,7.383,10.519,12.684,14.177,11.776,20.219,10.574,21.175,26.633,21.157,15.843,163.240,164.956,156.954,168.116,0.710,0.784,0.751,0.565,175.004,195.706,182.066,140.027
English,S10,Repetition,American,American,P7,C,AF_04,High,FLEECE,920.674,1122.840,-2.747,1.534,0.717,-10.324,3.897,9.407,7.624,-5.129,-6.644,-7.873,-6.906,-5.195,7.189,14.464,6.586,0.580,3.806,9.150,7.304,-4.892,0.241,0.657,-0.657,0.692,7.184,7.601,12.728,1.412,21.017,22.077,21.264,19.740,81.042,82.523,85.746,75.023,0.817,0.858,0.775,0,158.216,166.497,149.793,0
English,S10,Repetition,American,American,P7,C,AF_06,High,FLEECE,936.846,1111.635,-4.059,-1.125,0.372,-11.195,5.881,12.599,8.071,-2.805,-9.940,-13.723,-7.699,-8.390,6.799,12.702,6.711,1.112,-1.547,1.544,-1.655,-4.433,2.503,0.522,5.040,1.993,6.978,8.318,11.544,1.266,22.003,21.943,22.172,21.918,77.566,77.275,77.368,78.024,0.815,0.803,0.830,0,195.424,210.483,178.002,0
English,S10,Repetition,American,American,P7,M,AF_01,High,FLEECE,1257.660,1508.261,4.710,8.150,6.658,-0.685,-5.593,-1.593,-6.844,-8.343,10.303,9.743,13.502,7.659,0.680,1.852,0.037,0.163,10.592,10.729,13.999,7.040,9.547,6.992,11.336,10.322,15.314,16.545,18.537,10.876,20.387,23.100,21.986,16.080,145.783,150.894,142.633,143.833,0.840,0.806,0.831,0.896,178.921,198.199,181.489,149.835
English,S10,Repetition,American,American,P7,M,AF_04,High,FLEECE,1081.236,1268.661,2.485,3.796,3.933,-0.211,-1.211,0.518,2.065,-6.090,3.696,3.278,1.868,5.879,2.078,3.193,3.911,-0.793,8.918,13.744,9.254,3.791,9.443,8.223,9.728,10.393,11.244,8.989,14.906,9.924,17.047,17.388,17.955,15.841,153.450,158.774,154.364,147.237,0.742,0.793,0.795,0.624,142.259,154.635,151.600,117.609
English,S10,Repetition,American,American,P7,M,AF_06,High,FLEECE,912.217,1112.277,11.161,11.010,11.367,11.117,0.315,0.416,0.448,0.086,10.846,10.594,10.919,11.031,-2.182,-2.217,-1.741,-2.599,11.837,12.009,11.675,11.825,12.504,13.104,9.651,14.722,17.758,16.820,19.031,17.463,23.370,20.863,24.901,24.446,177.616,179.702,176.051,177.059,0.804,0.806,0.802,0.803,195.867,203.059,196.149,188.715
French,S10,Repetition,American,American,P10,C,FM_05,High,RUE,787.993,922.770,6.426,7.615,6.686,4.994,-8.577,-8.402,-7.797,-9.501,15.003,16.017,14.483,14.495,3.967,0.567,4.437,6.933,24.830,25.051,24.333,25.106,27.004,24.874,24.486,31.602,31.183,29.874,33.023,30.730,19.058,19.582,21.935,15.695,146.522,149.746,143.454,146.251,0.810,0.806,0.816,0.806,161.731,173.331,158.798,147.800
French,S10,Repetition,American,American,P10,M,FM_05,High,RUE,834.006,941.407,7.773,8.690,8.389,6.237,-8.913,-9.148,-9.043,-8.573,16.687,17.838,17.432,14.810,-4.550,-5.299,-4.209,-4.141,18.891,22.989,19.564,14.078,20.646,19.776,20.695,21.471,22.485,25.774,22.642,18.966,20.466,22.050,21.248,18.127,151.393,156.361,152.165,145.273,0.836,0.835,0.811,0.875,179.482,182.246,180.186,174.396
French,S10,Repetition,American,American,P11,C,FF_02,High,ROUE,1052.630,1250.585,6.040,5.542,7.155,5.445,-3.751,-2.431,-2.761,-6.028,9.792,7.973,9.916,11.474,-0.041,0.299,0.981,-1.366,11.441,10.096,11.578,12.641,22.641,18.813,22.332,26.794,14.159,10.576,13.498,18.387,20.792,19.766,22.562,20.100,153.439,155.357,153.264,151.699,0.777,0.769,0.781,0.780,218.198,224.603,223.350,206.381
